0,1
0,2
0,5
0,10
0,12
0,16
0,19
0,44
0,67
0,71
0,97
0,115
0,198
1,2
1,3
1,10
1,19
1,21
1,27
1,31
1,35
1,67
1,75
1,97
1,115
1,135
1,179
1,199
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,12
2,14
2,15
2,17
2,19
2,21
2,24
2,31
2,34
2,37
2,40
2,56
2,59
2,67
2,73
2,75
2,80
2,83
2,90
2,95
2,97
2,109
2,112
2,115
2,186
2,193
3,5
3,10
3,12
3,16
3,21
3,31
3,44
3,56
3,59
3,60
3,61
3,64
3,71
3,76
3,115
3,127
3,199
3,200
4,6
4,7
4,11
4,13
4,14
4,18
4,20
4,22
4,23
4,24
4,28
4,33
4,45
4,52
4,58
4,60
4,62
4,70
4,77
4,101
4,143
4,156
5,10
5,12
5,15
5,17
5,21
5,56
5,66
5,82
5,90
6,7
6,8
6,11
6,13
6,14
6,22
6,24
6,25
6,36
6,40
6,48
6,58
6,91
6,109
6,145
6,185
6,195
6,196
7,8
7,14
7,23
7,24
7,26
7,40
7,48
7,59
7,68
7,72
7,83
7,106
7,203
8,11
8,14
8,18
8,22
8,24
8,33
8,58
8,60
8,62
8,101
9,11
9,30
9,47
9,56
9,62
9,65
9,72
9,74
9,134
10,31
10,56
10,61
10,64
10,127
11,18
11,23
11,30
11,48
11,52
11,62
11,72
11,74
12,115
13,14
13,45
13,47
13,57
13,58
13,91
13,120
13,145
13,148
13,195
13,196
14,24
14,25
14,48
14,58
14,109
15,17
15,21
15,40
15,67
15,83
16,17
16,60
17,40
17,97
18,23
18,53
18,84
18,121
19,40
20,51
20,161
21,31
21,80
21,90
22,24
22,25
22,53
22,58
22,108
22,173
22,174
22,209
23,41
23,46
23,50
23,53
23,62
23,102
23,121
23,150
23,156
23,182
23,183
23,202
23,207
24,26
24,48
24,58
25,48
25,162
26,48
28,33
28,39
28,43
28,52
28,70
28,120
28,133
28,180
28,194
29,39
29,42
29,43
29,47
29,50
29,52
29,57
29,59
29,74
29,76
29,94
29,124
29,191
29,206
30,33
30,41
30,47
30,62
30,111
30,141
30,212
32,81
32,86
32,105
33,41
33,109
33,111
33,141
33,185
33,213
34,35
34,37
35,49
35,80
35,168
36,70
36,125
36,177
37,132
38,112
38,140
38,171
38,189
38,190
39,43
39,47
39,170
39,181
40,48
40,59
40,106
40,146
40,197
41,50
41,68
41,111
41,141
42,47
42,50
42,52
42,191
42,192
43,52
43,59
43,76
43,124
44,67
44,144
45,70
45,143
47,52
47,57
47,59
47,62
47,74
47,76
48,58
50,191
50,192
52,87
52,124
53,208
53,209
55,92
55,117
56,60
56,65
56,172
57,59
57,76
58,91
58,145
58,195
59,82
59,106
61,127
62,74
62,121
64,72
64,139
66,79
67,83
68,81
68,163
69,81
70,125
70,143
72,83
73,178
74,87
77,149
78,85
78,93
78,205
80,90
85,131
85,175
85,176
88,92
88,117
88,142
88,184
91,145
96,160
98,126
100,111
100,118
106,110
106,167
109,185
109,193
111,141
112,140
112,190
117,142
119,205
133,180
137,187
137,188
140,190
145,195
145,196
146,197
150,201
150,202
152,204
165,166
173,174
175,176
182,183
191,192
195,196
201,202
208,209
